sample_id,label,confidence,abstain,parse_ok,attempts,calls
7531,Misinformation,0.5204,False,True,1,0
7551,Misinformation,0.618,False,True,1,0
7569,Misinformation,0.7188,False,True,1,0
7574,Misinformation,0.6507,False,True,1,0
7601,Misinformation,0.949,False,True,1,0
7647,Misinformation,0.9742,False,True,1,0
7667,Misinformation,0.9821,False,True,1,0
7697,Misinformation,0.7206,False,True,1,0
7759,Not Misinformation,0.4831,False,True,1,0
7826,Misinformation,0.971,False,True,1,0
7904,Misinformation,0.9685,False,True,1,0
7989,Misinformation,0.9464,False,True,1,0
8063,Misinformation,0.6553,False,True,1,0
8155,Misinformation,0.9751,False,True,1,0
8165,Not Misinformation,0.4827,False,True,1,0
8196,Misinformation,0.6271,False,True,1,0
8225,Misinformation,0.9449,False,True,1,0
8341,Misinformation,0.6142,False,True,1,0
8346,Misinformation,0.9616,False,True,1,0
8392,Misinformation,0.9582,False,True,1,0
8411,Misinformation,0.6151,False,True,1,0
8442,Misinformation,0.9421,False,True,1,0
8443,Misinformation,0.7692,False,True,1,0
8491,Misinformation,0.9415,False,True,1,0
8496,Misinformation,0.5734,False,True,1,0
8531,Misinformation,0.6611,False,True,1,0
8666,Misinformation,0.9991,False,True,1,0
8670,Misinformation,0.9777,False,True,1,0
87,Misinformation,0.9779,False,True,1,0
8719,Misinformation,0.9661,False,True,1,0
8830,Misinformation,0.8848,False,True,1,0
8858,Misinformation,0.8658,False,True,1,0
8870,Misinformation,0.971,False,True,1,0
889,Misinformation,0.5697,False,True,1,0
8916,Misinformation,0.9436,False,True,1,0
9058,Misinformation,0.9984,False,True,1,0
9081,Misinformation,0.5711,False,True,1,0
9107,Misinformation,0.9896,False,True,1,0
9191,Misinformation,0.9485,False,True,1,0
9232,Misinformation,0.9631,False,True,1,0
9249,Misinformation,0.9821,False,True,1,0
9268,Misinformation,0.5734,False,True,1,0
9285,Not Misinformation,0.4926,False,True,1,0
9323,Misinformation,0.9727,False,True,1,0
9347,Misinformation,0.6835,False,True,1,0
939,Not Misinformation,0.4843,False,True,1,0
9538,Not Misinformation,0.192,False,True,1,0
957,Not Misinformation,0.4863,False,True,1,0
9577,Misinformation,0.626,False,True,1,0
9601,Not Misinformation,0.3408,False,True,1,0
966,Not Misinformation,0.1448,False,True,1,0
9677,Not Misinformation,0.4599,False,True,1,0
9715,Not Misinformation,0.3196,False,True,1,0
978,Not Misinformation,0.478,False,True,1,0
992,Not Misinformation,0.2846,False,True,1,0
9974,Misinformation,0.5386,False,True,1,0
